similarity,sentence1,sentence2
1,người đi bộ xe thô sơ xe gắn má xe mô tô và xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn 70km/h có được đi vào đường cao tốc không,đường cao tốc có cho phép người đi bộ xe thô sơ xe gắn má xe mô tô và xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn 70km/h đi vào không
0,người đi bộ xe thô sơ xe gắn má xe mô tô và xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn 70km/h có được đi vào đường cao tốc không,khi nào được phép đi trái đường 
0,người đi bộ xe thô sơ xe gắn má xe mô tô và xe máy chuyên dùng có tốc độ thiết kế nhỏ hơn 70km/h có được đi vào đường cao tốc không,phanh gấp có thể gây ra những hậu quả gì 
1,người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào,hãy cho biết người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào
1,người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào,người điều khiển phương tiện tham gia giao thông trong hầm đường bộ phải thực hiện những quy tắc nào ngoài việc phải tuân thủ các quy tắc giao thông 
0,người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào,tại sao không có bằng lái xe thì không được điều khiển phương tiện giao thông 
0,người điều khiển phương tiện tham gia giao thông trong hầm đường bộ ngoài việc phải tuân thủ các quy tắc giao thông còn phải thực hiện những quy định nào,xe tăng có được đi trên đường không 
1,xe quá tải trọng quá khổ giới hạn tham gia giao thông cần tuân thủ quy định nào,hãy cho biết xe quá tải trọng quá khổ giới hạn tham gia giao thông cần tuân thủ quy định nào
1,xe quá tải trọng quá khổ giới hạn tham gia giao thông cần tuân thủ quy định nào,những quy định nào dành cho xe quá tải trọng quá khổ giới hạn tham gia giao thông 
0,xe quá tải trọng quá khổ giới hạn tham gia giao thông cần tuân thủ quy định nào,ô tô có được đi trên đường băng không 
0,xe quá tải trọng quá khổ giới hạn tham gia giao thông cần tuân thủ quy định nào,tại sao để thú nuôi tự do chạy ra đường 
1,việc nối kéo với xe được kéo trong trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì phải dùng cách nào,hãy cho biết việc nối kéo với xe được kéo trong trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì phải dùng cách nào
1,việc nối kéo với xe được kéo trong trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì phải dùng cách nào,có những cách nào giải quyết việc nối kéo với xe được kéo trong trường hợp hệ thống hãm của xe được kéo không còn hiệu lực 
0,việc nối kéo với xe được kéo trong trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì phải dùng cách nào,tại sao không được đá banh dưới lòng đường 
0,việc nối kéo với xe được kéo trong trường hợp hệ thống hãm của xe được kéo không còn hiệu lực thì phải dùng cách nào,lấn chiếm lề đường là vi phạm quy định gì 
1,xe kéo rơ rooc khi tham gia giao thông phải tuân thủ những điều kiện nào,hãy cho biết xe kéo rơ rooc khi tham gia giao thông phải tuân thủ những điều kiện nào
1,xe kéo rơ rooc khi tham gia giao thông phải tuân thủ những điều kiện nào,có những điều kiện nào xe kéo rơ rooc khi tham gia giao thông phải tuân thủ 
0,xe kéo rơ rooc khi tham gia giao thông phải tuân thủ những điều kiện nào,tại sao phải kiểm tra nồng độ cồn của người tham gia giao thông 
0,xe kéo rơ rooc khi tham gia giao thông phải tuân thủ những điều kiện nào,uống rượu nhưng phải lái xe thì làm thế nào 
1,xe ô tô kéo xe khác như thế nào là đúng quy tắc giao thông,hãy cho biết xe ô tô kéo xe khác như thế nào là đúng quy tắc giao thông
1,xe ô tô kéo xe khác như thế nào là đúng quy tắc giao thông,việc xe ô tô kéo xe khác được quy định với những nội dung gì
0,xe ô tô kéo xe khác như thế nào là đúng quy tắc giao thông,người có thị lực kém lái xe có nguy hiểm không 
0,xe ô tô kéo xe khác như thế nào là đúng quy tắc giao thông,người khuyết tật tham gia giao thông như thế nào 
1,người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào,những lúc nào người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách 
1,người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào,hãy cho biết người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào
0,người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào,đội mũ bảo hiểm như thế nào là đúng 
0,người ngồi trên xe mô tô 2 bánh xe mô tô 3 bánh xe gắn máy phải đội mũ bảo hiểm caid quai đúng quy cách khi nào,mũ bảo hiểm kém chất lượng có được phép sử dụng không 
1,người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép chở tối đa 2 người trong những trường hợp nào,hãy cho biết người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép chở tối đa 2 người trong những trường hợp nào
1,người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép chở tối đa 2 người trong những trường hợp nào,khi nào người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép chở tối đa 2 người 
0,người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép chở tối đa 2 người trong những trường hợp nào,xe máy có được chở 3 người không 
0,người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép chở tối đa 2 người trong những trường hợp nào,xử lý xe tải chở quá nhiều hàng hóa như thế nào 
1,người điều khiển xe mô tô hai bánh 3 bánh xe gắn máy có được đi dàn hàng ngang không,hãy cho biết người điều khiển xe mô tô hai bánh 3 bánh xe gắn máy có được đi dàn hàng ngang không
1,người điều khiển xe mô tô hai bánh 3 bánh xe gắn máy có được đi dàn hàng ngang không,người điều khiển xe mô tô hai bánh 3 bánh xe gắn máy đi dàn hàng ngang là đúng hay sai 
0,người điều khiển xe mô tô hai bánh 3 bánh xe gắn máy có được đi dàn hàng ngang không,ngồi trên tàu hoả cần lưu ý những gì 
0,người điều khiển xe mô tô hai bánh 3 bánh xe gắn máy có được đi dàn hàng ngang không,có cần đội mũ bảo hiểm khi ngồi trên máy bay không 
1,người điều khiển xe mô tô 2 bánh 3 bánh xe gắn máy đi xe vào phần đường dành cho người đi bộ và phương tiện khác sử dụng ô điện thoại di động thiết bị âm thanh ( trừ thiết bị trợ thính) có được không,hãy cho biết người điều khiển xe mô tô 2 bánh 3 bánh xe gắn máy đi xe vào phần đường dành cho người đi bộ và phương tiện khác sử dụng ô điện thoại di động thiết bị âm thanh ( trừ thiết bị trợ thính) có được không
1,người điều khiển xe mô tô 2 bánh 3 bánh xe gắn máy đi xe vào phần đường dành cho người đi bộ và phương tiện khác sử dụng ô điện thoại di động thiết bị âm thanh ( trừ thiết bị trợ thính) có được không,người điều khiển xe mô tô 2 bánh 3 bánh xe gắn máy có được phép đi xe vào phần đường dành cho người đi bộ và phương tiện khác sử dụng ô điện thoại di động thiết bị âm thanh ( trừ thiết bị trợ thính) không
